,Country,Region,Year,Water Source Type,Water Treatment Method,Contaminant Level (ppm),pH Level,Turbidity (NTU),Dissolved Oxygen (mg/L),Nitrate Level (mg/L),Lead Concentration (µg/L),Bacteria Count (CFU/mL),Access to Clean Water (% of Population),"Diarrheal Cases per 100,000 people"
1307,Mexico,Central,2021,Well,Boiling,1.47,6.39,3.16,9.06,9.07,5.61,1958,91.12,432
1308,Pakistan,Central,2020,Well,Filtration,7.08,6.08,2.84,8.62,30.28,1.72,1064,97.62,434
1309,China,South,2023,Lake,Chlorination,4.35,8.47,4.45,7.53,21.95,3.83,517,47.86,419
1310,Indonesia,South,2019,River,Chlorination,2.5,7.21,3.76,8.93,23.4,12.05,2454,34.72,104
1311,India,East,2007,Spring,,6.87,7.43,4.83,5.74,22.73,3.93,4233,75.54,241
1312,Mexico,North,2013,Spring,Boiling,7.43,7.54,4.8,6.87,45.0,3.62,3807,65.2,271
1313,India,Central,2017,River,,1.8,7.97,1.13,8.43,4.35,11.06,2589,69.6,6
1314,Brazil,East,2024,River,Filtration,9.14,8.03,3.63,3.59,39.15,18.09,2272,33.24,223
1315,Mexico,West,2015,Tap,Chlorination,7.51,6.48,2.65,9.01,41.75,15.77,2308,84.27,216
1316,China,West,2008,Spring,Chlorination,9.33,6.59,1.07,4.1,47.14,18.1,1102,46.26,43
1317,India,East,2014,Lake,Chlorination,3.17,8.19,0.97,9.05,22.63,11.66,4792,53.45,25
1318,Ethiopia,Central,2009,Pond,Chlorination,9.39,8.05,0.41,5.18,25.0,8.2,810,45.98,291
1319,Mexico,East,2021,Well,Filtration,3.69,7.54,3.98,5.29,48.06,14.59,3763,96.22,180
1320,USA,Central,2015,Pond,Chlorination,0.54,8.49,1.62,3.52,22.92,5.23,4568,41.81,91
1321,Indonesia,South,2003,Tap,,7.63,7.84,4.28,9.2,25.18,1.56,76,81.26,427
1322,China,East,2019,Spring,Chlorination,7.04,6.54,3.04,4.22,16.61,6.89,2309,47.2,267
1323,India,Central,2012,River,Filtration,5.98,8.12,3.37,7.41,1.58,5.98,1025,59.74,345
1324,China,East,2021,Spring,Boiling,4.9,7.04,1.46,7.51,21.65,13.51,2064,99.72,67
1325,Nigeria,East,2004,Lake,Boiling,0.32,6.09,2.29,4.97,32.75,11.03,4439,37.04,363
1326,Indonesia,Central,2021,Tap,Chlorination,6.25,6.8,2.06,9.9,34.5,2.77,2741,91.7,150
1327,Ethiopia,Central,2006,River,Boiling,4.17,7.91,1.18,3.45,0.33,18.17,4941,96.22,103
1328,Mexico,North,2022,Pond,Filtration,5.6,8.4,4.16,7.26,40.05,11.87,3999,78.88,87
1329,Mexico,East,2008,Lake,Chlorination,4.29,6.69,3.11,6.36,24.62,9.15,3228,30.7,94
1330,Mexico,West,2007,Pond,Filtration,9.66,6.62,0.19,4.72,26.04,18.74,4269,87.46,381
1331,Indonesia,East,2015,Well,Boiling,6.04,7.41,4.1,4.14,48.09,1.95,3558,91.76,285
1332,USA,East,2005,Tap,Boiling,7.49,8.03,0.53,8.16,14.22,15.79,845,98.67,318
1333,Brazil,Central,2015,Lake,Chlorination,9.36,7.87,2.02,9.41,38.08,7.29,692,88.75,2
1334,Bangladesh,East,2005,Lake,Boiling,5.92,7.4,2.86,3.75,28.74,13.91,4048,61.19,207
1335,Pakistan,East,2013,Pond,Chlorination,0.12,7.58,0.04,4.36,35.04,18.61,1332,78.21,417
1336,India,West,2020,River,Chlorination,0.34,6.61,3.26,9.9,20.89,10.35,3037,63.96,101
1337,USA,Central,2000,Well,,7.02,7.08,3.3,3.11,13.96,0.45,4332,54.71,347
1338,Ethiopia,East,2024,Pond,,2.79,6.64,3.26,6.56,27.31,0.58,1274,73.85,176
1339,India,South,2008,Lake,,5.79,8.21,0.82,6.61,18.75,6.61,1244,83.89,427
1340,Mexico,North,2024,Tap,Filtration,2.02,6.28,1.28,4.84,11.15,15.63,337,74.51,424
1341,China,West,2023,Lake,Boiling,2.7,7.7,1.24,7.64,41.96,5.77,3294,87.86,303
1342,Ethiopia,East,2012,Spring,Boiling,5.05,6.65,4.8,9.61,23.79,6.69,336,42.35,198
1343,India,South,2018,Tap,,9.76,7.19,0.34,6.15,42.37,15.69,1867,56.16,7
1344,Mexico,East,2016,Tap,Chlorination,6.16,6.75,2.14,8.25,23.7,2.32,4005,51.88,390
1345,India,East,2010,Lake,Chlorination,9.36,6.81,4.36,7.52,27.84,16.94,494,43.59,244
1346,China,Central,2007,River,Chlorination,9.59,6.65,3.85,6.31,49.76,5.32,4642,61.02,292
1347,Mexico,Central,2022,Tap,Chlorination,2.08,7.88,4.11,3.35,47.58,1.02,3886,96.35,438
1348,Brazil,Central,2004,Spring,Filtration,3.11,6.91,4.86,8.19,13.58,2.35,160,67.66,326
1349,USA,South,2009,Pond,Boiling,7.7,7.82,1.94,5.54,43.43,19.05,2036,50.05,177
1350,Nigeria,East,2006,River,,8.67,7.14,1.55,4.57,19.52,9.03,1741,54.78,81
1351,Pakistan,North,2009,River,Filtration,5.19,7.37,0.15,9.64,3.56,5.13,1507,72.92,111
1352,Indonesia,West,2003,River,Boiling,9.93,7.36,0.75,8.41,28.79,10.43,3560,54.69,358
1353,Pakistan,Central,2008,Tap,Filtration,0.12,8.44,2.81,9.74,48.85,13.65,1375,67.68,20
1354,Ethiopia,Central,2013,River,Chlorination,3.0,6.92,0.79,4.79,48.72,6.38,1553,49.19,33
1355,Pakistan,East,2001,Lake,Filtration,6.23,6.52,3.68,8.85,6.32,14.51,2281,54.22,254
1356,Mexico,East,2024,River,Filtration,4.69,8.28,0.19,7.25,38.56,5.05,1868,79.4,432
1357,Brazil,South,2008,Spring,Chlorination,1.17,6.44,1.3,9.87,40.14,2.25,1601,70.92,26
1358,Nigeria,South,2020,Well,Chlorination,3.68,8.09,3.48,9.62,18.44,10.99,3827,36.54,7
1359,USA,Central,2000,Spring,,0.25,6.38,1.28,9.81,32.93,3.02,3480,98.12,417
1360,USA,East,2022,Tap,,6.43,7.65,3.64,9.66,24.41,18.81,1299,33.45,17
1361,China,North,2009,River,Boiling,8.93,6.38,4.98,3.05,11.39,0.01,710,35.81,434
1362,Indonesia,West,2009,River,,8.85,8.31,3.99,8.19,38.06,15.11,4167,79.1,499
1363,India,East,2019,Lake,,7.0,7.41,1.71,4.9,13.14,5.59,2046,79.56,232
1364,Brazil,East,2024,Pond,Boiling,4.66,6.82,4.5,7.94,17.02,16.92,2881,31.33,395
1365,India,South,2021,River,Filtration,5.12,6.35,0.26,9.86,9.5,1.2,1817,74.99,469
1366,Nigeria,West,2002,Spring,Filtration,1.37,6.93,3.63,3.28,35.96,19.06,2198,32.33,306
1367,Pakistan,Central,2005,Tap,Filtration,3.41,7.76,0.12,6.97,22.94,2.03,3332,97.25,190
1368,USA,East,2005,Well,Chlorination,1.88,6.96,0.87,8.14,22.17,15.76,1103,78.73,423
1369,Nigeria,Central,2020,River,Boiling,8.21,6.62,4.94,4.77,30.23,10.35,3177,43.06,149
1370,Pakistan,East,2001,Well,Filtration,9.15,7.44,1.8,4.58,7.86,8.61,3594,41.07,391
1371,USA,Central,2017,River,,5.37,7.04,4.1,3.42,44.91,5.6,3474,69.88,489
1372,Pakistan,West,2022,Tap,,7.28,6.41,1.88,3.66,23.26,16.83,4815,74.35,155
1373,Indonesia,South,2001,Pond,,1.21,6.38,4.2,7.6,18.33,4.0,2177,88.19,433
1374,Brazil,West,2011,Spring,Boiling,6.09,7.77,4.83,6.54,6.33,14.42,1194,93.23,46
1375,Ethiopia,North,2021,Tap,Boiling,7.03,8.44,2.18,3.21,8.4,8.92,4501,57.48,311
1376,Nigeria,South,2004,Well,,4.53,6.58,2.8,9.79,46.02,19.97,535,89.09,415
1377,Nigeria,West,2019,River,Chlorination,2.43,7.93,3.14,7.59,22.83,12.23,1069,67.97,138
1378,Bangladesh,North,2006,Well,Chlorination,8.77,6.22,4.67,6.61,36.11,2.08,4369,62.94,404
1379,Mexico,East,2023,Spring,Filtration,7.43,6.95,1.28,4.91,4.03,8.39,132,78.93,409
1380,Indonesia,East,2015,Tap,Filtration,9.0,7.27,3.06,7.61,32.17,1.33,263,37.22,141
1381,Indonesia,Central,2019,Well,Filtration,8.18,6.67,1.62,5.55,46.08,5.71,4462,48.58,334
1382,India,South,2000,Well,Filtration,9.9,7.32,1.08,7.92,15.0,6.87,2052,87.17,13
1383,Pakistan,East,2000,Spring,Filtration,1.92,8.21,0.42,7.78,28.96,17.06,4946,65.29,459
1384,Mexico,South,2016,River,Boiling,0.87,8.36,3.1,3.65,47.01,16.76,4089,93.56,355
1385,Brazil,East,2000,Well,Boiling,3.37,6.25,4.41,9.36,35.97,0.23,2847,36.21,258
1386,Brazil,Central,2020,Spring,Chlorination,1.29,6.68,1.76,6.41,3.12,10.65,357,51.94,235
1387,Indonesia,West,2019,River,Chlorination,5.23,8.45,2.76,5.75,18.94,4.47,4420,54.89,440
1388,Brazil,Central,2012,Pond,Boiling,6.33,6.68,3.21,9.69,4.29,6.4,750,59.59,377
1389,Bangladesh,North,2008,River,Chlorination,5.78,7.73,2.07,6.07,43.07,0.43,3250,99.08,6
1390,Nigeria,East,2014,Pond,,2.59,6.63,4.52,8.05,31.08,14.99,4351,51.75,38
1391,China,North,2002,Tap,Chlorination,9.09,6.89,1.81,7.59,47.82,19.01,2258,66.31,184
1392,Ethiopia,North,2013,Spring,,0.21,6.48,0.63,4.16,0.99,4.39,910,67.52,114
1393,India,South,2022,River,,3.48,8.14,0.72,9.94,21.15,6.84,3810,83.96,109
1394,Pakistan,East,2010,Pond,Filtration,7.19,8.21,4.45,6.25,5.22,4.13,583,66.25,64
1395,Ethiopia,North,2023,Pond,Chlorination,7.67,6.74,4.94,5.76,17.52,18.6,3438,72.4,230
1396,Pakistan,West,2021,Tap,,4.16,8.06,1.44,9.44,8.09,0.19,576,82.73,280
1397,USA,North,2011,Lake,Chlorination,0.17,6.9,0.72,6.7,16.44,11.68,2576,37.08,30
1398,Ethiopia,West,2012,Spring,Chlorination,6.18,6.25,2.41,7.94,40.96,17.42,1871,97.44,85
1399,China,South,2012,Lake,Boiling,0.63,7.9,3.55,8.92,8.03,3.73,1152,89.24,137
1400,Indonesia,North,2000,River,Boiling,1.08,7.49,3.06,4.65,23.68,11.8,4990,57.21,465
1401,Bangladesh,Central,2023,Spring,Filtration,6.5,6.69,4.76,4.19,46.08,1.01,1783,80.99,76
1402,Nigeria,South,2009,Tap,Chlorination,3.12,6.63,4.09,3.48,49.94,16.29,1093,83.36,455
1403,Nigeria,West,2002,River,Boiling,3.48,8.44,4.34,9.28,12.53,5.49,2099,89.52,136
1404,Bangladesh,South,2023,Spring,,4.87,8.16,2.71,4.4,46.78,19.78,4532,43.18,121
1405,Mexico,North,2003,Spring,,9.79,8.02,1.64,5.15,13.07,18.44,2141,79.26,462
1406,USA,East,2015,Lake,Filtration,9.65,6.32,3.51,5.0,20.68,14.65,2133,32.33,263
1407,Pakistan,East,2007,River,,4.16,7.89,2.2,5.13,43.9,9.94,517,38.09,96
1408,China,West,2015,Tap,Chlorination,2.65,6.54,1.44,7.68,39.31,15.33,741,84.32,482
1409,Brazil,West,2016,Tap,,3.03,8.44,0.76,9.68,42.87,2.61,2477,86.91,18
1410,Ethiopia,East,2018,River,Filtration,2.69,6.13,2.64,5.31,40.01,6.2,4958,71.47,285
1411,USA,West,2021,River,Filtration,5.32,6.88,2.97,5.85,11.75,0.54,2876,70.72,8
1412,Ethiopia,South,2014,Pond,,6.07,7.07,2.84,8.4,27.94,12.9,42,82.47,82
1413,China,Central,2015,Well,Chlorination,4.89,8.06,0.58,6.03,19.26,16.11,3441,93.43,46
1414,India,Central,2014,Lake,Boiling,4.08,7.92,2.85,9.48,22.99,18.93,403,59.48,429
1415,India,South,2024,River,Chlorination,2.11,6.94,0.84,6.52,7.7,13.73,1326,38.04,89
1416,USA,Central,2001,River,Chlorination,4.83,7.41,3.32,5.43,15.79,14.64,2216,88.73,0
1417,Indonesia,North,2010,Well,Chlorination,3.41,8.09,2.15,9.8,42.88,17.91,2149,53.92,386
1418,China,South,2000,Well,,5.42,6.05,4.24,5.98,44.88,18.73,2393,39.37,161
1419,China,West,2014,Spring,Boiling,6.75,8.01,3.89,4.62,30.51,9.83,2650,73.02,152
1420,Bangladesh,South,2018,Tap,Chlorination,6.33,8.37,3.62,4.24,24.91,2.2,4537,70.47,413
1421,Indonesia,East,2003,Lake,Boiling,4.62,6.08,3.5,9.97,35.64,9.33,4345,63.2,0
1422,Pakistan,West,2010,Spring,Filtration,5.56,6.11,2.8,8.27,30.44,11.12,877,90.19,378
1423,Pakistan,East,2004,River,Boiling,2.85,6.86,0.31,5.86,49.18,12.63,1886,49.06,145
1424,Brazil,West,2002,Well,,0.24,6.22,3.28,8.78,9.5,19.79,1303,30.93,160
1425,Nigeria,Central,2012,Pond,Filtration,6.25,7.2,2.33,6.83,22.45,18.35,1740,52.64,392
1426,India,South,2009,Tap,Filtration,2.53,7.82,2.35,5.22,45.91,7.93,1112,30.68,134
1427,Pakistan,North,2010,Spring,Chlorination,6.69,7.42,1.9,8.2,45.74,2.27,3876,68.05,285
1428,Indonesia,West,2017,Pond,Boiling,7.47,6.49,4.65,8.22,24.77,4.3,1898,56.48,76
1429,China,West,2001,Tap,Filtration,9.16,7.64,1.25,6.5,6.74,3.48,247,86.98,80
1430,Pakistan,East,2006,Pond,Filtration,9.58,7.71,1.58,3.32,40.75,7.12,3260,85.83,268
1431,China,Central,2008,Well,Boiling,0.11,8.33,4.82,3.54,29.26,17.53,567,60.42,268
1432,Pakistan,East,2009,Spring,Boiling,9.9,6.37,4.05,8.52,38.66,8.76,3809,45.15,41
1433,India,East,2017,Spring,Filtration,6.83,7.73,0.07,8.76,23.13,11.35,1188,59.57,123
1434,Ethiopia,Central,2022,Tap,Filtration,6.44,8.28,4.53,7.75,10.19,3.58,2595,74.89,229
1435,Pakistan,North,2006,Pond,Boiling,0.15,7.25,1.13,8.87,1.2,9.86,1353,43.31,356
1436,Indonesia,East,2006,Well,,8.61,6.9,3.53,8.04,27.96,17.47,3612,84.11,201
1437,Pakistan,East,2002,River,Boiling,1.45,6.43,2.77,9.28,8.05,15.47,980,53.14,333
1438,Nigeria,West,2011,Spring,,8.37,8.17,2.68,4.05,9.36,1.62,4965,95.25,446
1439,India,Central,2006,River,Filtration,0.16,6.99,3.59,5.71,21.82,17.24,168,65.83,106
1440,Indonesia,South,2016,Well,Chlorination,6.46,8.31,1.04,6.25,22.1,5.48,3164,89.3,452
1441,Bangladesh,North,2000,Spring,Boiling,4.35,8.12,0.8,5.08,13.72,13.31,2671,73.11,291
1442,Indonesia,North,2004,Spring,Filtration,2.01,6.94,3.26,8.08,6.6,2.93,378,68.82,290
1443,Nigeria,Central,2015,Pond,Filtration,1.08,7.43,1.45,9.39,47.25,13.49,1932,77.75,173
1444,Ethiopia,West,2014,River,Chlorination,4.4,6.07,4.87,5.89,6.58,0.71,193,86.8,428
1445,India,West,2001,Pond,Boiling,1.23,6.66,2.26,9.59,17.54,12.01,263,75.12,311
1446,Bangladesh,Central,2008,Lake,Filtration,4.86,7.78,0.56,6.62,15.24,12.92,1471,85.81,86
1447,Nigeria,West,2006,River,,6.25,7.69,3.43,6.66,43.32,4.89,2015,43.33,4
1448,Nigeria,North,2003,River,Chlorination,8.27,6.88,1.53,7.2,20.5,18.74,4616,49.43,171
1449,USA,North,2019,Lake,,6.79,8.02,0.74,4.88,6.2,0.92,1300,46.08,120
1450,India,South,2017,Well,Boiling,0.65,6.59,2.11,5.68,0.51,17.83,3200,85.88,155
1451,Indonesia,Central,2020,Well,,3.07,7.15,4.82,6.87,36.1,7.64,3373,36.03,86
1452,China,East,2003,Spring,Chlorination,2.88,7.18,2.06,9.59,35.73,14.28,573,85.71,425
1453,Ethiopia,East,2012,Tap,Filtration,9.15,6.85,1.74,7.5,20.89,13.03,1537,57.23,97
1454,China,South,2000,Pond,Chlorination,8.68,8.39,2.22,5.33,6.32,3.36,1383,35.57,414
1455,Indonesia,South,2023,Tap,Filtration,3.7,7.74,0.06,3.07,18.58,6.38,1380,59.71,134
1456,Indonesia,West,2002,Spring,Filtration,0.71,7.35,0.67,9.87,29.49,10.59,3537,51.04,6
1457,India,South,2015,Tap,,8.94,7.28,4.25,6.45,35.2,16.93,3159,71.44,259
1458,Indonesia,South,2021,River,Chlorination,8.88,6.4,4.89,9.57,3.91,19.1,1523,63.08,363
1459,USA,East,2003,River,Chlorination,8.55,6.93,0.79,6.85,27.82,0.41,4991,50.77,383
1460,Bangladesh,West,2024,Lake,Filtration,8.45,7.68,2.68,7.24,13.81,7.05,4612,90.36,31
1461,Indonesia,South,2022,Lake,Chlorination,4.8,8.31,4.83,7.98,30.86,13.36,3932,58.48,27
1462,China,South,2024,Spring,Boiling,1.77,8.04,0.78,5.25,32.41,10.55,3622,62.95,439
1463,Indonesia,West,2015,Spring,Boiling,4.77,6.75,0.93,7.89,45.53,18.86,895,89.26,259
1464,USA,Central,2018,Spring,,4.95,7.08,4.63,6.69,20.52,0.34,3393,36.23,486
1465,Pakistan,West,2000,River,,4.9,6.21,3.53,7.71,26.88,8.75,464,57.29,243
1466,Pakistan,East,2004,Tap,Chlorination,5.39,6.26,0.76,8.85,13.41,13.38,1610,58.2,364
1467,Nigeria,Central,2018,Pond,,2.58,7.18,1.97,4.29,14.33,4.35,612,64.71,263
1468,Ethiopia,North,2021,Spring,Chlorination,3.66,7.33,0.28,7.29,2.3,14.52,3212,37.43,141
1469,Brazil,West,2023,Spring,,4.34,6.66,2.16,3.36,14.3,1.62,604,37.19,29
1470,Bangladesh,East,2010,River,Boiling,1.31,7.61,3.89,3.71,3.19,9.02,620,59.15,386
1471,Mexico,Central,2012,Pond,Filtration,4.55,7.76,2.77,7.72,48.2,13.52,2602,32.31,129
1472,Nigeria,West,2019,River,Filtration,8.1,6.75,3.24,3.5,31.21,5.34,2183,47.85,265
1473,Ethiopia,South,2004,Pond,Boiling,8.28,7.9,1.63,7.17,8.66,1.48,3800,44.08,69
1474,Pakistan,West,2020,River,Filtration,4.12,6.51,0.81,4.54,5.84,19.14,155,64.26,118
1475,China,North,2003,Tap,Chlorination,5.19,7.36,0.07,5.13,18.51,18.28,3353,30.78,326
1476,Mexico,West,2003,Spring,Chlorination,0.34,8.01,4.11,3.91,15.38,18.53,3911,77.3,399
1477,Ethiopia,Central,2003,Well,Boiling,6.74,7.34,3.18,4.74,13.96,19.57,2917,89.89,69
1478,Ethiopia,Central,2003,Well,Boiling,4.05,8.27,1.15,8.75,23.41,3.69,3117,79.47,207
1479,Nigeria,West,2019,Spring,Boiling,4.45,6.15,2.09,7.47,45.64,3.16,2715,87.27,90
1480,Mexico,Central,2020,Spring,Boiling,8.74,7.47,4.01,9.65,28.4,0.68,4339,75.03,119
1481,India,South,2017,Spring,Filtration,4.62,7.4,2.69,3.34,26.06,17.84,449,65.52,459
1482,Brazil,West,2017,Spring,Filtration,0.21,7.65,1.5,8.55,40.33,15.06,4849,45.33,469
1483,India,South,2015,Pond,Filtration,2.27,8.08,1.34,7.89,0.2,12.67,4501,49.57,206
1484,Mexico,South,2008,Tap,Chlorination,4.76,7.81,1.09,4.83,9.87,18.55,3961,52.24,405
1485,India,East,2017,Well,,4.24,7.98,4.12,8.1,24.81,11.5,1069,32.66,255
1486,USA,West,2021,Lake,Chlorination,8.6,6.72,2.91,8.02,35.27,2.59,4017,93.92,34
1487,Pakistan,Central,2001,Well,,5.42,6.97,3.55,6.22,24.25,3.54,4844,93.02,123
1488,USA,South,2020,Well,Boiling,6.9,7.57,4.3,7.82,8.19,2.64,3591,37.54,111
1489,Indonesia,East,2003,River,Boiling,4.69,7.38,4.93,6.11,46.5,6.15,2819,68.97,497
1490,India,West,2011,Spring,Filtration,4.4,8.4,1.25,5.35,16.43,7.59,2285,62.73,206
1491,Indonesia,West,2006,Spring,Filtration,4.46,6.47,0.9,6.27,39.41,15.94,2035,77.84,470
1492,China,North,2014,Spring,,4.11,6.88,2.31,9.27,44.57,3.83,1190,72.21,101
1493,Bangladesh,North,2006,River,,5.39,7.43,0.18,5.69,17.32,14.51,1399,38.7,432
1494,China,South,2021,Tap,Filtration,2.5,8.17,3.96,5.83,42.27,9.82,3740,76.21,385
1495,Mexico,North,2020,Tap,Boiling,8.91,8.32,4.42,7.26,35.54,19.99,2248,72.62,193
1496,Ethiopia,South,2016,Lake,Filtration,3.33,6.84,3.43,8.27,45.21,15.53,2793,67.19,240
1497,Pakistan,Central,2015,Tap,Boiling,1.48,6.17,1.34,8.14,12.57,19.38,723,58.17,146
1498,India,South,2018,Tap,Boiling,0.97,7.05,0.62,3.14,46.56,6.85,1441,96.84,452
1499,Nigeria,North,2008,Spring,Chlorination,0.13,6.99,1.91,7.81,3.27,2.46,4820,89.46,131
